pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,closed_at,number_of_additions,number_of_deletions,number_of_files_changed,number_of_days,message,number_of_characters,second_line_is_blank,language,number_of_test_files
2231,5,1,0,Internals,technoweenie,2017-05-17 23:33:14,71,46,4,0,"Attempts to fix #2221:

> We have `.gitignore` entries at the base for output directories that can exist at any stage of the tree - ie `obj/...`, `a/b/obj/...`, `c/obj/...` , which are ignored via `.gitignore` rule at the base of the tree

```
# Output directories
obj/
```

However, when `tools.FastWalkGitRepo()` builds the exclude pattern from `.gitignore`, it only 
matches the top level `obj/...` paths, and not any sub paths.

The core fix to `filepathfilter` is basically:

```diff
# name = ""a/b/obj/...""
# p.rawpattern = ""obj""
 matched, _ := filepath.Match(p.rawPattern, name)
-return matched || strings.HasPrefix(name, p.rawPattern+string(filepath.Separator))
+regpattern = fmt.Sprintf(`(\A|%s)%s(%s|\z)`,
+	string(filepath.Separator),
+	p.rawPattern,
+	string(filepath.Separator),
+)
+regexp.MustCompile(regpattern).MatchString(name)
```

Instead of using `strings.HasPrefix`, it builds a regex like `(\A|/)obj(/|\z)`.

If only it was that simple :feelsgood:   The commits came in 3 stages:

1. `FastWalkGitRepo` was building the patterns based on the absolute path to the repository files. So, instead of matching `(\A|/)obj(/|\z)` against `a/b/obj/...`, it was matching `(\A|/)/Users/rick/foo/obj(/|\z)` against `/Users/rick/foo/a/b/obj/...`. So it had to be updated to pass the absolute root dir and the relative repository working dir around in the private functions. 
2. Next, `filepathfilter` was updated to use the regex pattern mentioned above. In doing so, I noticed that the old `(*basicPattern) Match()` was exactly the same as `(*doubleWildcardPattern) Match()`. So, I removed the redundant `basicPattern` type, and gave the remaining pattern types more generic names.
3. Update `FastWalkGitRepo` tests to ensure it's matching the sub directory.",1800,True,en,2
2217,3,0,0,Internals,ttaylorr,2017-05-12 19:28:35,68,3,3,0,"This pull request begins refactoring the `sshGetExeAndArgs` function in the `lfsapi` package in order to:

1. Evaluate `GIT_SSH_COMMAND` in a shell, and...
2. Respect the ordering of `core.sshCommand`.

It is currently a work in progress and based off of https://github.com/git-lfs/git-lfs/pull/2216. An inter-diff is available here: https://github.com/git-lfs/git-lfs/compare/config-multi-env...ssh-command-args.

---",425,True,en,0
2177,1,3,0,Externals,dankegel,2017-04-24 15:54:04,1,1,1,0,"Little tweak to match distro versioning for golang.  Should fix #2176 
Only tested on ubuntu 16.04 (see notes in commit log), but the real target is ubuntu 17.04.",163,False,en,0
2122,2,2,0,Internals,ttaylorr,2017-03-31 22:15:05,191,1,4,0,This pull request spikes out a simple implementation of what a `git lfs migrate` command might look like.,105,False,en,1
2086,1,0,0,Externals,ZaninAndrea,2017-03-25 21:36:51,0,0,0,0,Fixed the markdown of the table in the README.md,48,False,en,0
2078,4,4,0,Internals,ttaylorr,2017-03-24 02:39:37,181,11,9,0,"This pull request teaches the `git lfs push` & `git lfs pre-push` commands to allow missing objects by default, and enforce that they exist with the `--strict-mode` flag.

From https://github.com/git-lfs/git-lfs/issues/2063:

> The commands should still return with a non-zero exit code, but at least the other objects have a chance to be uploaded. 

I think printing a warning and exiting cleanly is OK in this scenario, where `--strict-mode` is not given, because the command did what it was supposed to do given the expectations set by the caller.

> Finally, double check that upload retries reset the progress meter properly.

I verified that this is what happens, but I'm unsure if it's required that I `q.meter.Pause()` and `q.meter.Start()` in order to log to stderr. I think that it is, but perhaps not? (cc @technoweenie)

Lastly, I think that this was originally targeted for v2.0.2 (from #2063), but perhaps it should just ship in 2.1.0 since `--strict-mode` is a new flag and this is technically a breaking change?

---

/cc @git-lfs/core #2063 
Closes: #2063",1089,True,en,3
2059,250,0,0,Externals,Roman7477,2017-03-20 11:34:48,25402,14794,402,0,,0,False,en,64
2045,2,6,0,Externals,bozaro,2017-03-17 07:50:24,132,50,11,0,"Changes summary:

 * lfsapi.NewRequest now returns RequestFactory instead of (*http.Request, err);
 * RequestFactory interface have two methods:
   * NewRequest() (*http.Request, error) - generate request;
   * InvalidateAuthorization() bool - invalidate cached authentication data.
 * For simple HTTP requests RequestFactory simply wraps http.Request.
 * For SSH based HTTP requests RequestFactory generate http.Request based on
   last `git-lfs-authenticate` response.

This change for fix issue #2018",513,True,en,4
2043,1,0,0,Internals,ttaylorr,2017-03-16 21:31:49,30,0,1,0,,0,False,en,1
2024,250,0,0,Externals,mzknwitall702,2017-03-11 17:30:22,10047,8447,265,0,i cant figure out how to use this,33,False,en,79
2022,5,0,13,Externals,TheJare,2017-03-10 02:52:31,54,16,4,0,"- fsck only scans current version of objects
- Files are made readonly after unlocking them, by path or id
- Locking paths are relative to current directory, not to repo root
- Fixed errors with unable to stat files if cwd is not the repo root
- Fixed error on OSX when filesystem path to repo contains uppercase letters. Sometimes $PWD would have them in lowercase, OSX filesystem preserves case but is case insensitive, however the various path functions in Go do not do this. Changed to ask Git itself for the repo-relative paths.",537,False,en,0
2006,1,0,0,Internals,ttaylorr,2017-03-06 22:22:40,0,0,0,0,"This backports #2004.

Conflicting files:",41,True,en,0
2005,1,0,0,Internals,ttaylorr,2017-03-06 22:22:08,0,0,0,0,"This backports #2004.

Conflicting files:",41,True,en,0
1972,6,0,0,Externals,mmbug,2017-02-23 00:30:52,104,39,8,0,,0,False,en,0
1945,1,0,0,Internals,technoweenie,2017-02-15 17:30:10,189,6,2,0,"This backports #1921.

Conflicting files:
- commands/command_track.go
- test/test-track.sh",90,True,en,1
1944,1,1,0,Internals,technoweenie,2017-02-15 17:27:41,3978,521,57,0,"This backports #1861.

Conflicting files:
- README.md
- appveyor.yml
- commands/command_lock.go
- commands/command_locks.go
- commands/command_smudge.go
- commands/command_track.go
- commands/command_unlock.go
- commands/uploader.go
- config/version.go
- docs/api/v1.3/http-v1.3-batch-request-schema.json
- docs/api/v1.3/http-v1.3-batch-response-schema.json
- git/attribs.go
- git/git.go
- lfsapi/errors.go
- locking/api.go
- locking/api_test.go
- locking/locks.go
- locking/locks_test.go
- test/cmd/lfstest-gitserver.go
- test/test-locks.sh
- test/test-pre-push.sh
- test/test-track.sh
- test/test-unlock.sh
- tools/iotools.go
- tq/api_test.go",644,True,en,10
1922,2,5,0,Externals,larsxschneider,2017-02-09 11:28:18,5,0,1,0,"Hi folks,

I discovered two bugs and added a test case to demonstrate them.

Cheers,
Lars

--

**BUG 1**
Malformed pointers >200160 bytes make Git LFS hang.
Reproducible with latest master and v1.5.5 on macOS and Windows using the filter-protocol.

@ttaylorr any idea? Pretty weird number 🤔 

**BUG 2**
Empty pointers are listed as malformed pointers.",370,True,en,1
1911,250,0,0,Externals,sakerhead,2017-02-03 10:49:59,6436,7211,196,0,All,3,False,en,68
1903,1,1,0,Externals,vrajanap,2017-01-31 22:45:24,5,5,1,0,,0,False,en,0
1869,9,11,8,Externals,schuCriX,2017-01-16 15:22:36,275,9,8,0,allow for sslKey and sslCert in gitconfig http subsection,57,False,en,6
1854,1,1,0,Internals,ttaylorr,2017-01-12 16:01:45,30,0,1,0,This backports #1820.,21,False,en,0
1845,2,6,0,Externals,cbartz,2017-01-09 17:40:01,0,0,0,0,Fixed wrong key in documentation.,33,False,en,0
1836,5,1,9,Internals,technoweenie,2017-01-06 18:07:51,96,16,3,0,This adds an integration test for NTLM authentication.,54,False,en,2
1830,1,0,0,Internals,ttaylorr,2017-01-05 17:56:18,0,0,0,0,"This backports #1801.

Conflicting files:",41,True,en,0
1829,2,13,0,Externals,larsxschneider,2017-01-05 16:13:54,11,1,2,0,"This was useful for me to inspect the size of LFS files.
 
There are two somewhat controversial decisions in there and I would like to get your feedback on them: 

1. I print size in MB only. Everything else made the code more complicated for little gain IMHO.
2. I pad the size with 6 chars to align it nicely... this would of course break if someone tracks a crazy large file",382,True,en,0
1826,7,1,0,Internals,technoweenie,2017-01-04 21:12:35,154,147,21,0,"This breaks the `tq.Manifest` constructor, so that it accepts an `*lfsapi.Client` instance. This is how transfer queue and adapters get access to the `*lfsapi.Client` to make API requests. It also removes some references to the `CurrentRemote` property on `*config.Configuration` objects. Since the `*lfsapi.Client` already has os and git env objects, there's no need to pass them in manually. 

I'm not totally sold on whether the manifest constructor should accept `operation` and `remote` strings, vs just an `access` string. I think a future change could remove the need for both values, leaving us with a single `NewManifest(c *lfsapi.Client)` constructor. 

TODO:

* [ ] Review, merge (locking) #1824
* [ ] Change base to `api-master`",747,True,en,3
1817,8,5,0,Internals,ttaylorr,2016-12-30 19:40:16,210,17,9,0,"This pull-request implements a post-merge hook to unlock all locked (owned) files merged back into the `master` branch of a repository.

Here's a breakdown of what happened:

1. 1598acb...111046d: implement the `post-merge` hook
2. decf27e: Install the `post-merge` hook
3. 63b5143...77e2311: add integration tests covering this behavior
4. 0fbfbba...213577e: fix `git-lfs update` command to use generic message
5. cd796b6: add a man-page entry for post-merge

Some things I'd like to consider before merging:

- Should there be a configurable option to specify a default branch (or set of branches) to check, instead of just `master`?
- ~~What should happen if the merge is done using the `--no-verify` option, skipping the `pre-commit` hook and merging a file locked by someone other than the current committer?~~

---

/cc @git-lfs/core  ",858,True,en,5
1816,8,2,0,Internals,ttaylorr,2016-12-30 19:35:06,217,17,10,0,"This pull-request adds a `pre-commit` hook that detects and prevents commits changing locked files owned by someone other than the current committer.

This hook looks at the currently staged files when it is called (before the user is told to edit the `.git/COMMIT_EDITMSG`) and inspects each one of them to see if they are locked by someone other than the current committer. The current committer is used since it is the latest and most accurate information determinable about who will commit the file.

Here's a breakdown of the changes:

1. 4f40215...19eaad8: implement the `pre-commit` hook
2. c0843c7: install the `pre-commit` hook
3. 479f031...bf24886: add integration tests
4. 2958106: add a man-page entry for the `pre-commit` command

Some things that we should investigate before merging:

- How does this hook behave when changing history, i.e., with `filter-branch`, `rebase` or `commit --amend`?
- Should we stream the results of `git.StagedFiles()`, to better handle a case where there are _many_ staged files?

---

/cc @git-lfs/core 
",1069,True,en,5
1808,1,1,0,Internals,ttaylorr,2016-12-27 20:06:55,58,3,7,0,"This backports #1689.

Conflicting files:
- config/version.go
- lfs/lfs.go
- script/windows-installer/inno-setup-git-lfs-installer.iss",134,True,en,0
1804,1,0,0,Internals,ttaylorr,2016-12-26 23:02:49,1,0,1,0,"This backports #1796.

Conflicting files:",41,True,en,0
1766,6,0,0,Internals,technoweenie,2016-12-13 19:15:10,73,67,11,0,"This copies `config.Environment` to `tq.Environment`, and removes explicit coupling with `*config.Configuration` in `tq.NewTransferQueue()`. Instead, they depend on possibly receiving a `config.Environment` in a `tq.WithGitEnv()` option.  I opted to export `tq.Environment` so the `WithGitEnv()` signature makes sense to end users.

I'm not sold on this approach yet. I have another idea that I wanna experiment with first. ",426,True,en,3
1749,1,9,1,Internals,ttaylorr,2016-12-08 16:54:48,32,0,1,0,"This pull request introduces a failing test designed to reproduce the bug found in #1726.

---

/cc @AndrewJDR @git-lfs/core ",129,True,en,1
1744,3,1,4,Internals,ttaylorr,2016-12-06 23:08:45,223,0,2,0,"~~⚠️  this PR is based against the [`tq-worker-queue`][1] tree to make the diff easier to view. Once [that PR][2] is merged into `tq-master`, I'll update the base of this to point at `tq-master` as well.~~

---

This pull-request implements a type similar to `*lfs.TransferQueue` as `*tq.Queue`. This type serves as a conduit between a stream of OIDs (i.e., the `*lfs.gitscanner`) and a pool of available workers (represented by the `*tq.WorkerQueue`). 

Though the public API between `*tq.Queue` and `*tq.WorkerQueue` is similar (both have `Add(oid string)` and `Wait()` funcs), their underlying purpose is different. While the `*tq.WorkerQueue` is responsible for distributing work and reporting failures, the `*tq.Queue` is responsible for batching units of work and including retries back into that batch _before_ new items.

Couple of neat things going on:

1. **Buffered channels**: One thing we can do to make sure batches are more readily available is wait until we have one _extra_ batch's worth of data buffered before applying back-pressure to the caller. This is done through channels alone by [buffering the incoming channel][3] to the desired size of a batch so that 
2. **Priority retries**: By waiting for a batch to complete, we can process retried items into the batch first before accepting new writes. That means that even if _all_ of the items fail in a batch, we can just skip reading new items, and immediately kick off that batch in the next iteration of the loop, since it'll already be full by that time.

Couple of things to consider:

1. As noted in #1742, we _have_ to wait for one batch to completely finish processing before sending off items for the next batch into the worker pool. I don't think this will be a huge deal, unless we have batches of _drastically_ different sizes (i.e., 99 objects <5MB, and a single 2GB object). I think there are a few things we can do to handle this better:
   - One thing we can do is kick off multiple batches and check retries before we send the batch off, pushing back new items in favor of retried ones.
   - Another thing we could do is sort the batches by size of item, prioritizing larger items first, so we have less of a chance of having to wait on them at the end. This could be interesting, and would also be fairly easy to implement.
2. Should we address [this][4] comment and do something meaningful if a caller tries to call `Add()` after `Wait()`-ing? Currently, the function will panic after trying to send on the now-closed `q.incoming` channel. I figure we could store the state in an `atomic`-managed `uint32`, but I'm not sure about what we can do when we _are_ closing and will reject the write other than log it and drop the OID on the floor. That may be good enough, but I'd love to hear your thoughts on this.

---

/cc @git-lfs/core 

[1]: https://github.com/git-lfs/git-lfs/tree/tq-worker-queue
[2]: https://github.com/git-lfs/git-lfs/pull/1742
[3]: https://github.com/git-lfs/git-lfs/pull/1744/commits/24fc67f8554573d74cbadbe594b71965234c1765#diff-aa8152c7da8b9e591de386d91ba55952R32
[4]: https://github.com/git-lfs/git-lfs/pull/1744/commits/24fc67f8554573d74cbadbe594b71965234c1765#diff-aa8152c7da8b9e591de386d91ba55952R97",3249,True,en,1
1728,3,1,0,Internals,technoweenie,2016-11-30 21:13:57,40,0,1,0,Fixes #1718 (hopefully!),24,False,en,1
1722,250,2,0,Externals,joopmeijer1984,2016-11-28 10:20:19,7736,2497,228,0,,0,False,en,68
1692,250,1,0,Externals,AlphaRomeo13,2016-11-19 03:24:00,6568,4535,226,0,Mybe This i want,16,False,en,66
1682,1,0,0,Internals,technoweenie,2016-11-18 16:17:01,0,0,0,0,"This backports #1680.

Conflicting files:",41,True,en,0
1681,1,0,0,Internals,technoweenie,2016-11-18 16:12:43,0,0,0,0,"This backports #1680.

Conflicting files:",41,True,en,0
1673,1,1,0,Internals,technoweenie,2016-11-17 17:27:09,2,0,2,0,My push/pre-push refactoring (https://github.com/git-lfs/git-lfs/pull/1128) inadvertently broke dry runs of these commands.,123,False,en,0
1672,4,2,0,Internals,technoweenie,2016-11-17 15:58:54,24,9,3,0,"Backport #1671 for v1.4.4.

Note: The CircleCI build is fine, since this release branch doesn't have a `circle.yml` file.",123,True,en,0
1668,1,1,0,Internals,ttaylorr,2016-11-16 18:18:27,9,9,1,0,"Here's a PR that prefers exiting with a non-zero code from the LFS process if we encountered an error, rather than writing the `status=error\n` sentinel.

@larsxschneider suggested this to me as a cleaner and more consistent alternative to writing the above sentinel thereby placing the responsibility of exiting in LFS's hands rather than Git's.

I'm not sure that I agree that this is necessarily cleaner, but I'd love to get some outside thoughts as well. Either way should work.

---

/cc @technoweenie @larsxschneider ",531,True,en,0
1661,2,1,0,Internals,technoweenie,2016-11-15 23:22:03,145,155,5,0,"#1650 needs a way to test against generated git repos. I wanted to use `*test.Repo` for this, but it only ever writes LFS objects. So, this PR refactors that code so that it uses a `test.BlobInput` interface, giving me an opportunity to write a `test.FileInput` implementation.

This changes the interface to construct the `test.LFSInput` objects:

```diff
-{Filename: ""file1.txt"", Size: 25},
+test.NewLFSInput(""file1.txt"", test.RandInput(t, 25)),
```

It's longer, but explicit. Also, it's easy to add a static string:

```diff
+test.NewLFSInput(""file1.txt"", ""booya""),
```

This also removes the custom random content generator. I'm not sure we need anything fancy, when tests only generate up to 42 bytes, and the api command only generates up to 250.

/cc @sinbad",783,True,en,4
1646,1,17,1,Externals,larsxschneider,2016-11-12 20:41:57,54,1,3,0,"Goal (implemented as proof of concept demo):
If a file is not in the GitLFS cache, then GitLFS returns an empty file upon Git's smudge request and starts the download right away. At the end of the ""process-filter"" protocol GitLFS waits for the downloads to finish and writes the files to the Git working tree.

**This should allows us to get rid of the `git lfs clone|pull|fetch` commands.**

---

@ttaylorr If you like it then please change the code to use the proper parallel download machinery. 😉 ",510,False,en,0
1643,1,7,0,Externals,jjgod,2016-11-11 00:18:42,2,0,1,0,Fix #1562.,10,False,en,0
1633,1,2,0,Internals,technoweenie,2016-11-09 22:21:56,7,4,1,0,"@ksurent How’s this look?

/cc https://github.com/github/git-lfs/issues/1628#issuecomment-259301295",101,True,en,0
1625,2,8,14,Externals,sinbad,2016-11-07 15:38:31,309,169,8,0,"Part 1 resubmission of #1590

This refactors logic into a dedicated package called `locking`, so that secondary functionality can be added in a re-usable place. Makes calls to a lock cache which will be implemented in a later PR (a replacement for BoltDB which was used in #1590).

Also involved moving `ChannelWrapper` into tools since it is a useful abstraction of working with parallel result and error channels while avoiding mistakes; used for the refactored `SearchLocks` so streamed results are avaialble if needed.
",528,True,en,0
1610,1,3,0,Externals,russplaysguitar,2016-10-26 18:37:33,2,2,1,0,"Just saw them and thought I'd fix them really quick
",52,True,en,0
1604,1,0,0,Externals,chalstrick,2016-10-24 09:12:40,0,13,1,0,"Sometimes it makes sense to use a proxy even when the remote host is localhost
or 127.0.0.1. git-lfs in contrast to e.g. native git does not allow to use a
proxy when talking to localhost. Remove this special treatment of localhost
and react only on http_proxy or no_proxy env variables.

My use case: I wanted to debug/analyze network traffic from a git client to the
git server and the lfs server running on my developer machine. I set up
mitmproxy [1] as a proxy server running on localhost and I set http_proxy to
point to mitmproxy. I was able to see all the traffic between the client and
the local git server in mitmproxy but the the communication between the client
and the lfs server was hidden because git-lfs ignored the proxy settings
because the hostname was localhost.
",783,False,en,0
1597,2,2,0,Internals,ttaylorr,2016-10-19 21:38:28,91,76,2,0,"This pull-request migrates the `lfs.catFileBatchCheck` method over from `lfs/scanner.go` and into the new `scanner` package.

Since there are no public uses of this method outside of `lfs/scanner.go`, this migration was pretty straightforward.

The next PR will refactor this function into a new type in the `scanner` package capable of accepting a stream of revs, moving us further towards the queue/worker pattern as described in #1596.
## 

/cc @technoweenie @sinbad @sschuberth @rubyist @larsxschneider 
",508,True,en,0
1596,4,1,0,Internals,ttaylorr,2016-10-19 17:29:34,300,197,9,0,"This pull-request moves the `RevListShas` implementation into the new `scanner` package, and delegates calls into it.

This is the first pull-request in a series that I'm working on which will introduce a refactored implementation of what's found in `lfs/scanner.go` into a new `scanner` package, which will operate as an async pipeline. Currently, the scanner must complete each operation in its entirety before we even kick off the transfer queue. This works fine when dealing with small working trees, but is problematic when we have to buffer a large amount of Git blobs in memory before transferring them.

Since the rev scanner is the first operation in that chain, I started there. A diagram of where I'd like to end up is below:

![](https://cloud.githubusercontent.com/assets/443245/19458195/d66b94b6-9487-11e6-8a1b-828cfd15d86a.png)

I'm planning on leaving all of the existing calling code as-is, and keep relying on the `lfs` package (delegating into the `scanner` package from `lfs/scanner.go`) until I am completely done with this refactoring.
## 

/cc @technoweenie @rubyist @sinbad @sschuberth @larsxschneider 
",1127,True,en,0
1595,9,10,7,Internals,ttaylorr,2016-10-19 17:29:27,203,118,3,0,"This pull-request refactors the original implementation of the `RevListShas` method into a type that retains the same behavior.

This is done such that we can easily manipulate a channel of revs coming out of this function. That is not made use of (yet), but will become the case in a subsequent PR.
## 

/cc @technoweenie @rubyist @sinbad @sschuberth @larsxschneider 
",369,True,en,0
1590,39,9,5,Externals,sinbad,2016-10-17 16:54:56,15032,328,77,0,"OK this branch has been running for too long and it's still not ready yet 😞 **Not ready for merging**, this is just for visibility/discussion.

The general thrust of this work is to try to expand on the locking feature to assist with workflow, to avoid accidents that require work to be lost later. This part of the work is about setting files to be read-only when they're marked as needing locking, and are not locked by the current user, as a kind of 'rumble strip' to hopefully stop you from accidentally doing work on a file before you realise you should have checked the locking situation. This has required the introduction of a bunch of new concepts:
- A custom attribute `lockable`, which can be enabled / disabled on a file pattern using `git lfs track --lockable`. Files flagged like this are assumed to need locking because they're unmergeable (some LFS files may actually be mergeable e.g. text data)
- `git lfs lock|unlock` now changes the write flag of these files
- `post-checkout` and `post-commit` hooks to make files read-only when they're marked as lockable and not currently locked by this user. `post-merge` is still TODO
- A local cache of locked file state to make it feasible to perform the above without hitting the server (uses [boltdb](https://github.com/boltdb/bolt))

Open questions / risk factors right now:
- Practical performance of keeping tabs on write flags in practice on large repos
- Gaps in available hook behaviour that may make write flag state not 100% watertight; known cases discussed in proposals/locking.md
- Edge cases / undefined behaviour with read-only working copy files

I think this work is going to be required to make locking workable in practice but it's not there yet. Feel free to comment but I'm not proposing we merge this yet.
",1791,True,en,24
1576,1,7,2,Externals,sschuberth,2016-10-13 05:34:20,0,0,0,0,,0,False,en,0
1572,1,6,0,Internals,ttaylorr,2016-10-11 17:48:32,0,1,2,0,"The old `WizardSmallImageFile` compiles successfully under InnoSetup v5.5.9(a), but fails at runtime with an error saying, ""Bitmap image invalid"".

I re-exported the image on macOS using 24bit colorspace with RGB (no alpha) and 8-bits per channel. This causes the installer to build and run successfully, but the image is invisible in the installer.
## 

/cc @technoweenie @sschuberth 
",386,True,en,0
1551,6,0,0,Externals,Som-iiitb,2016-10-01 21:16:04,15,12,4,0,,0,False,en,1
1548,23,0,0,Externals,benda1996,2016-09-30 08:07:14,1381,281,24,0,"im new just exploring
",22,True,en,7
1541,2,1,0,Internals,technoweenie,2016-09-26 16:49:58,34,1,1,0,"Wrote a test attempting to replicate https://github.com/github/git-lfs/issues/1537.
",84,True,en,1
1521,2,3,0,Internals,ttaylorr,2016-09-12 22:39:56,64,5,3,0,"@petermarko points out in https://github.com/github/git-lfs/issues/1519 that `git-lfs uninstall` will remove all `.gitconfig` values in the `filters.lfs` section forcefully.

In a scenario where a user runs `git lfs install`, their .gitconfig looks something like:

``` bash
$ git config -l | grep ""filter\.lfs""
filter.lfs.smudge=git-lfs smudge -- %f
filter.lfs.required=true
filter.lfs.clean=git-lfs clean -- %f
```

If they either added a new value to the `filter.lfs` section, or _changed_ one of the existing values (i.e., `git config filter.lfs.smudge ""my_custom_thing""`), then upon running `git-lfs uninstall`, both of those changes would be overwritten. This PR addresses that.

The new behavior of the `(a *Attribute) Uninstall()` method now only removes:
- Paths that are explicitly set by `git lfs install`, and
  - matches the value that `git lfs install` set it to, or
  - matches one of the values that is ""upgradable"" for that path

To do this, LFS takes advantage of the `value_regexp` parameter in `git-config`:

> If you want to update or unset an option which can occur on multiple lines, a POSIX regexp value_regex needs to be given. Only the existing values that match the regexp are updated or unset.

This PR is a first step to some upgrade improvements that I'd like to ship to our package installations. For more information on this, see: https://github.com/github/git-lfs/issues/1519#issuecomment-246502641
## 

/cc @technoweenie @petermarko #1519
",1473,True,en,1
1513,3,3,0,Externals,sschuberth,2016-09-09 14:51:57,0,0,0,0,"This should also fix integration tests hanging in AppVeyor CI as the system-wide credential helper Git for Windows sets is not used anymore, and not popping up a GUI for entering credentials anymore.
",200,True,en,5
1512,2,3,0,Externals,sschuberth,2016-09-09 14:48:30,0,0,0,0,"We already set this globally in setup().
",41,True,en,2
1509,6,1,5,Internals,ttaylorr,2016-09-06 19:38:47,11,1,1,0,,0,False,en,0
1479,1,2,0,Externals,dpursehouse,2016-08-23 06:58:19,6,0,1,0,"When the repository has lots of commits by authors with incomplete
or inconsistent names, the output of `git shortlog` is not much use:

```
$ git shortlog -n -c -s | head -10
   922  risk danger olson
   673  Rick Olson
   601  Steve Streeting
   412  rubyist
   280  Taylor Blau
   102  Andy Neff
   101  rick
    82  Michael Käufl
    75  Scott Barron
    34  William Hipschman
```

Adding a mailmap makes the output look better:

```
$ git shortlog -n -c -s | head -10
  1696  Rick Olson
   601  Steve Streeting
   487  Scott Barron
   280  Taylor Blau
   102  Andy Neff
    82  Michael Käufl
    39  William Hipschman
    23  Lars Schneider
    21  Brett Randall
    20  Brandon Keepers
```
",698,False,en,0
