pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,merged_at,number_of_additions,number_of_deletions,number_of_files_changed,number_of_days,message,number_of_characters,second_line_is_blank,language,number_of_test_files
1352,1,0,2,Externals,gr2m,2017-06-13T14:03:26Z,4,2,1,0,"I run into these problems while converting `hubot-help` from CoffeeScript to JavaScript. This is currently not covered by `hubot` tests. Having an end-to-end test that runs on CI would have caught that. I’ll look into it, but would like to merge this now if possible, as the change is minor",292,False,en,0
1350,4,1,1,Externals,espy,2017-06-12T17:57:43Z,13,4,4,0,"Hello 👋 

This PR adds Istanbul to measure test coverage and add settings to track coverage over time with https://coveralls.io 

We (@gr2m and me) think this is crucial for adding `semantic-release` and Greenkeeper to Hubot, both of which depend on reliable tests, and ideally 100% coverage. `semantic-release` uses tests to determine whether a commit introduces breaking changes, and Greenkeeper uses tests to determine whether a dependency update breaks Hubot. We’d like to automate away as much of the release process as possible (to make it more convenient, so we can release more often, and to avoid [sentimental versioning](http://sentimentalversioning.org/), and we’d like to use Greenkeeper to be sure that users don’t get frustrated with Hubot because some dependency broke it without us noticing. 

- `npm test` now displays coverage information at the end of each test run
- The readme now shows build status and coverage info badges
- Hubot has a status page on coveralls.io (check this page from `hoodiehq/hoodie` https://coveralls.io/github/hoodiehq/hoodie to see what this looks like)

Coveralls.io requires additional configuration:

- [x] An admin/owner of `github/hubot` must sign in to https://coveralls.io with their GitHub account
- [x] On https://coveralls.io/repos/new , enable `github/hubot`
- [x] On https://coveralls.io/github/{username}/hubot/settings, disable `leave comments`
- [x] On the same page, set `coverage decrease threshold for failure` to `0` and save changes
- [x] Check `coveralls/coveralls` in `Require status checks to pass before merging` on https://github.com/github/hubot/settings/branches/master

Coveralls now runs when Travis runs, and the build should fail when coverage falls below the previous test run’s level. ",1794,True,en,0
1349,1,0,1,Externals,gr2m,2017-06-13T09:27:02Z,2,12,1,1,part of https://github.com/hubotio/evolution/pull/4,51,False,en,0
1348,1,2,0,Externals,gr2m,2017-06-07T15:53:59Z,38,39,9,0,"This is in preparation of #1347. Having the declaration of `MockAdapter` inside the Hubot repository makes sense anyway, it is fairly simple and we depend on it in our tests, so we should have full control. The main problem is that [`hubot-mock-adapter` does `require('hubot/src/adapter')`](https://github.com/blalor/hubot-mock-adapter/blob/5cb366c9150693624050bc2b04e39c83470de5e8/index.js#L23) which I don’t think is officially supported, it should be `require('hubot').Adapter` instead. 

If we want to keep a `hubot-mock-adapter` we should bring it up to date (e.g. it refers `src/scripts` in the README.md which doesn’t exist) and move it to the hubotio GitHub organization.

In #1347 we want to convert the tests independent of the source files, and the changes in this PR became necessary for the tests to still pass after converting all `/src/*` files to JavaScript.",882,True,en,7
1347,7,16,5,Externals,gr2m,2017-06-09T13:46:03Z,4796,3885,44,6,"The [JavaScript proposal for Hubot Evolution](https://github.com/hubotio/evolution/pull/4#issuecomment-305557470) is still ongoing, so everything can change. If you have any questions better to discuss there. 

But at this point I have the source code working in JavaScript and all existing coffee script tests are passing, so I thought I’d be a good time to start sharing progress.

### 🛑 this PR is not yet ready for any feedback on the code

Most of it is still generated from `decaffeinate`. I’ll test the current version with some popular adapters / scripts first to makes sure it all still works

closes – eventually – https://github.com/hubotio/evolution/pull/4

### Breaking Changes

- node@0.10 and node@0.12 are no longer supported
- `require('hubot/src/adapter')` does no longer work. It was never officially supported, but now it won’t work at all. Use `require('hubot').Adapter` instead
- `Middleware.ticker()` has been removed. Use `process.nextTick()` instead

### Features

- We now export es2015 `class` declarations of all Hubot classes at `require('hubot/es2015')`. 

### Progress

See [JavaScript Evolution Proposal](https://github.com/hubotio/evolution/pull/4) for details

- [x] Convert source files from CoffeeScript to JavaScript
     see [evolution/4/javascript-src](https://github.com/github/hubot/compare/evolution/4/javascript-src) branch [![Build Status](https://travis-ci.org/github/hubot.svg?branch=evolution%2F4%2Fjavascript-src)](https://travis-ci.org/github/hubot)
- [x] Convert test files from CoffeeScript to JavaScript
      see [evolution/4/javascript-tests](https://github.com/github/hubot/compare/evolution/4/javascript-tests) branch, [![Build Status](https://travis-ci.org/github/hubot.svg?branch=evolution%2F4%2Fjavascript-tests)](https://travis-ci.org/github/hubot)
- [x] [#](#package-json) update package.json
- [x] [#](#linting) add script for JavaScript linting
- [x] [#](#test) Test with popular projects depending on Hubot
- [x] Update `CHANGELOG.md`
- [x] review by other maintainers 👀 
- [x] squash the WIP commits
- [x] merge 🎉 

All steps will be part of the same PR but split into separate commits so people
can follow more easily.

#### Convert source files from CoffeeScript to JavaScript

Convert all source files from CoffeeScript to JavaScript with a tool like [decaffeinate](https://github.com/decaffeinate/decaffeinate), see also [github/hubot#1138](https://github.com/github/hubot/issues/1138).

Make sure the existing tests (still written in CoffeeScript) run against the new JavaScript.

Now go through each file and improve the code readability by hand as needed. From my experiences with converting Hoodie from CoffeeScript to JavaScript quite a lot of manual work will be required.

#### Convert test files from CoffeeScript to JavaScript

Same as the previous steps only for the tests files this time.

When finished, create a separate branch with the tests written in JavaScript but the source code still in CoffeeScript to assure integrity.

<a name=""package-json""></a>
#### Update package.json

Remove all CoffeeScript related dependencies and tooling. Update [engines](https://docs.npmjs.com/files/package.json#engines)

Make sure that Hubot scripts can still be written in CoffeeScript. We want to break as few existing scripts as possible and many of them are written in CoffeeScript. We treat it as legacy support and will drop support for scripts written in CoffeeScript in future.

<a name=""linting""></a>
#### Add script for JavaScript linting

The only tool I would like to introduce as part of this proposal is a linting tool which will be run as part of `npm test`.

I suggest [standard](https://standardjs.com/). We’ve been using it in all our projects at Hoodie and Neighbourhoodie since 2+ years and never looked back. It's a zero-configuration JavaScript linter.

<a name=""test""></a>
#### Test with popular projects depending on Hubot

- [x] [slack](https://github.com/slackapi/hubot-slack)
- [x] [hipchat](https://github.com/hipchat/hubot-hipchat)
- [x] [irc](https://github.com/nandub/hubot-irc)

Instructions to test an existing adapter with this PR:

1. Check out the `evolution/4/javascript` branch of this pull request

   ```
   git clone git@github.com:github/hubot.git
   cd hubot
   git checkout evolution/4/javascript
   npm install
   npm link
   ```

2. Now link it into your test app using an example adapter

   Using the example of slack here:

   ```
   npm install -g yo generator-hubot
   mkdir my-awesome-hubot && cd my-awesome-hubot
   yo hubot --adapter=slack
   npm link hubot
   ```

3. Now start hubot

   ```
   NODE_PATH=`pwd`/node_modules HUBOT_SLACK_TOKEN=<your token here> ./bin/hubot --adapter slack
   ```

   replace `<your token here>` with your own bots token from slack",4912,True,en,14
1345,1,0,1,Externals,gr2m,2017-05-31T13:16:07Z,28,28,1,1,"Following the current getting started guide, the name of the hubot becomes `myhubot`. Following the instructions I got stuck at the prompt `hubot> hubot help` which responded with nothing. Once I understood the problem it was clear to me, but for a first timer this might be confusing. Ideally the prompt would return with a helpful notice to `hubot help`, but for the time being, I drafted an update to the getting started docs with the goal to make things more clear",468,False,en,0
1344,1,1,0,Internals,bkeepers,2017-05-30T02:26:25Z,0,16,2,3,"Per discussion in https://github.com/github/hubot/pull/1340#discussion_r118395796, these files seem to be unused relics.",120,False,en,0
1343,4,0,3,Internals,bkeepers,2017-05-24T22:49:35Z,20,18,2,0,"Going forward, all discussions about new features or changes to APIs will happen on the [Hubot evolution](https://github.com/hubotio/evolution) repo. Over the next week or so, we'll likely be closing a lot of the issues and PRs in this repository and pointing people toward the evolution repository as the place to discuss changes.

There will likely be some growing pains as we adjust to this new process, so feedback is always welcome!

cc https://github.com/hubotio/evolution/pull/1",489,True,en,0
1340,21,0,3,Internals,bkeepers,2017-05-23T23:06:39Z,27,55,8,0,This fixes some of the suggestions in #978.,43,False,en,0
1337,1,0,0,Internals,bkeepers,2017-05-20T16:35:23Z,1,1,1,0,Fixes https://github.com/github/hubot/pull/1142,47,False,en,0
1336,2,2,0,Internals,bkeepers,2017-05-20T19:34:26Z,8,7,1,0,"It looks like the Travis builds got deactivated at some point. I turned them back on, and while I'm at it, am updating the versions of node that it tests against.

Changes:

- ~~Drop `0.10` (`0.12` is still supported)~~
- Add `6`, `7`, and `node` for latest stable release",277,True,en,0
1335,4,8,0,Internals,bkeepers,2017-05-30T02:50:43Z,29,0,2,10,"This adds config for the @probot plugin that [closes stale issues and PRs](https://github.com/probot/stale). There are currently [75 issues/PRs that will be marked stale](https://github.com/github/hubot/search?utf8=%E2%9C%93&q=updated%3A%3C2017-02-18+is%3Aopen&type=Issues).

I know @mose has been working through open issues & PRs, but how does everyone feel if we install this now and let the bot do most of the work so we're only left with things that are still affecting people?

- [x] Get 👍  on the [config](https://github.com/github/hubot/blob/stale/.github/stale.yml)
- [x] Decide when to ship it
- [x] :shipit: 
- [x] [Install the integration](https://github.com/integration/probot-stale)",706,True,en,0
1334,3,3,0,Internals,LindseyB,2017-05-18T17:50:51Z,49,3,3,0,"I noticed that we have everything in this such as a contributing file and a license and a readme that have all been shown to help with collaboration on public repos, but we are sadly missing a CoC and the referenced CoC in the contributing file is no longer recommended. 

I'm proposing the inclusion of the Contributor Covenant CoC. ❤️ 

If this is acceptable I will update the contributing to also reference the new CoC. ",431,True,en,0
1332,3,1,8,Externals,mose,2017-05-19T02:45:35Z,25,26,1,2,"To end the confusion:

- fix the last `msg` present in robot commands
- replace `res` by `response` for both router commands and http calls

cf https://github.com/github/hubot/issues/1285 https://github.com/github/hubot/issues/1129 ",237,True,en,0
1329,3,1,0,Externals,jbosse,2017-05-13T18:50:15Z,3,0,1,0,This solution can be found on SO but it might be nice to have it here.,70,False,en,0
1328,1,1,0,Internals,technicalpickles,2017-05-13T20:06:37Z,1,0,1,0,"It seemed like a good idea at the time, but the generator at https://github.com/github/generator-hubot is a bit of a maintenance headache. Previously, it was just part of the hubot package and just dropped files on disks without a 'real' generator.

https://github.com/github/generator-hubot/issues has some of the current issue, but I have also seen in the past lots of issues with just installing `yeoman`, since it has a ton of dependencies.

I'm not picky about where on the roadmap it is, but it should go somewhere.

cc @bkeepers @mose",547,True,en,0
1326,1,0,4,Internals,bkeepers,2017-05-13T20:05:46Z,4,4,2,1,"This adds links to our shiny new Slack account to the README.

Closes #1322 ",78,True,en,0
1323,2,0,1,Internals,bkeepers,2017-05-12T15:26:06Z,2,1,1,0,"We're starting with a core team of 4 people, 2 from GitHub and 2 from the community.

- @technicalpickles - long-time maintainer and GitHub Engineer
- @bkeepers - Hubot product lead at GitHub
- @mose - Community maintainer, long-time Hubot user, and adapter/plugin maintainer
- @gr2m - Contributor experience maven and open source pro

This group will be doing most of the work of returning the project to a maintained status, documenting policies and procedures, and modernizing the Hubot community over the next few weeks.",531,True,en,0
1321,2,3,0,Internals,bkeepers,2017-05-11T16:10:39Z,35,0,1,0,"At GitHub, we use Hubot a lot. We use it to deploy GitHub.com, provision new infrastructure, give people recognition for good work, get a list of the food trucks by office in San Francisco, and so much more. It’s an important part of our workflow and our culture.

For the past couple years, we’ve considered Hubot “stable”. We have a ton of infrastructure built on top of it and it does what we need. But now we want to take it to the next level.

We’re ready to start working on Hubot v3, which aims to be a bot framework optimized for developers and developer workflows, with great integration in the most popular chat clients and developer tools, and an active community that is sharing scripts and best practices.

This roadmap represents some of priorities for us over the next couple months. Issues or pull requests will be opened to discuss each of these items in detail as they progress.

We'd love feedback on it. Let us know if there's anything major that you think is missing.

cc @technicalpickles @gr2m",1036,True,en,0
1320,2,1,0,Internals,bkeepers,2017-05-10T23:59:37Z,3,38,1,0,"This cuts the list of adapters down to just the most popular services, and then links to a [GitHub topic search for `hubot-adapter`](https://github.com/search?q=topic%3Ahubot-adapter&type=Repositories) for the full list.

I'll open an issue on all the adapters to ask them to add the topic to their repository.",312,True,en,0
1317,1,1,0,Externals,Sirius-A,2017-05-08T12:43:21Z,1,1,1,0,I guess that you want to keep the copyright in 2017 as well :grinning:.,71,False,en,0
1312,1,0,0,Internals,bkeepers,2017-04-30T16:13:40Z,1,1,1,0,Fixes https://github.com/github/hubot/issues/1211,49,False,en,0
1309,4,0,0,Internals,benbalter,2017-05-01T13:06:32Z,79,69,15,4,"With the goal of making the documentation readable on both GitHub.com and GitHub Pages, this pull request updates the Hubot documentation to use relative, rather than absolute links to link to one markdown file from another (e.g., from `/docs/index.md`, `scripts.md` or `./scripts.md` instead of `/docs/scripts.md).

Additionally, I added Markdown titles to each document to improve readability. There should be no substantive changes.
",439,True,en,0
1290,2,1,0,Externals,maxkoryukov,2017-05-08T01:32:30Z,9,7,1,100,"The numeration in the **Gotchas** section was broken, because of misformatted code-samples. ",92,False,en,0
1289,2,0,0,Externals,makii42,2017-05-24T03:22:45Z,1,2,3,116,"... and removes @robot.server.close() from afterEach hooks.

While testing my hubot scripts' express routes, I noticed that a robot created in a before-hook with enabled http does not shut down the http server on `robot.shutdown()`. 

I know that there are discussions to pull out the express server as a module/script, but in the meantime, this would fix the _issue_, if you want to call it one.

I also removed the explicit `@robot.server.close()` calls in 2 test files, as calling `close()` multiple times on an http server seems to throw an error in node v0.10.",571,True,en,2
1286,1,2,0,Externals,mose,2017-05-11T03:32:41Z,4,4,1,111,".. and removing the link to webchat will avoid misleading visitors. In the past 6 months, people just jump in, expect to be able to test a bot, and don't stay. But there is no bot on that irc channel, as it's more a social place for developers ...

I hope this change in the README could improve the quality of our irc channel :)",331,True,en,0
1272,1,1,0,Externals,Hbrinj,2017-04-30T23:45:54Z,1,1,1,147,Signed-off-by: Houman Brinjcargorabi <hbrinjcar@gmail.com>,58,False,sl,0
1255,3,0,2,Externals,ksatirli,2017-04-30T23:48:14Z,1,1,1,184,"Hi!

One of the code examples is missing a `->` and thus will not pass linting checks (or actually work).
",106,True,en,0
1240,1,1,0,Externals,notpeter,2017-04-30T23:50:14Z,6,2,1,219,,0,False,en,0
1214,1,0,0,Externals,tas50,2017-05-01T00:21:24Z,3,2,1,289,"Opscode -> Chef
Add runit as a reliable init system
",52,False,en,0
1209,1,1,0,Externals,denisvm,2017-05-23T22:52:23Z,2,1,1,327,"Change the default file mode from `0o666` (u=rw,g=rw,o=rw) to `0o600` (u=rw,go=), which will deny access to everyone else other than the owner of the file.
This is used only when creating the file, so the user can change it afterwards if really want to make it public.
",269,False,en,0
1189,1,1,0,Externals,ouadie-lahdioui,2016-05-14T19:15:56Z,1,1,1,0,"The main object of this pull request is to remove a duplicated world, instead of ""You can can use ..."" it should be ""You can use ...""
",134,True,en,0
1185,1,0,0,Internals,technicalpickles,2016-05-06T23:12:35Z,14,1,2,0,"**Implemented enhancements:**
- Print warning for loading deprecated hubot-scripts.json [#970](https://github.com/github/hubot/pull/970) ([bkeepers](https://github.com/bkeepers) and [technicalpickles](https://github.com/technicalpickles)

**Merged pull requests:**
- Add link to Facebook Messenger Platform adapter [#1166](https://github.com/github/hubot/pull/1166) @MrSaints
- Add Hubot-Wechat to the adapter-list. [#1147](https://github.com/github/hubot/pull/1147) @KasperDeng
- Fix broken links in docs [#1147](https://github.com/github/hubot/pull/1148) @akameco
",566,False,en,0
1166,1,1,0,Externals,MrSaints,2016-05-06T22:53:35Z,1,0,1,24,"This is an adapter for Facebook's new Messenger Platform, and its Send / Receive API.
",86,True,en,0
1161,4,6,2,Externals,twellspring,2017-05-01T00:06:01Z,26,0,1,397,"Adding documentation for robot.messageRoom per #1085 

Note:  I was only able to test this using the hubot-slack integration
",125,True,en,0
1151,2,0,5,Externals,pchaigno,2017-05-01T00:32:08Z,11,0,1,406,"As discussed in #1143, this pull request documents `hubot.brain`, and, in particular, the content of `hubot.brain.users`.

I'll be happy to update it based on comments; especially if the wording can be made clearer :smiley:
",224,True,en,0
1150,1,1,0,Externals,gasolin,2017-05-01T00:30:29Z,1,8,1,406,"The test for 'topic' is replicated
",35,True,en,1
1149,1,2,0,Externals,loafoe,2016-03-21T15:19:56Z,1,0,1,1,"This Mattermost Hubot adapter uses a websocket connection and acts as a real user on your team. 
It allows Hubot to be invited to public _and_ private channels. It also supported direct messages.
",196,False,en,0
1148,1,1,0,Externals,akameco,2016-05-06T22:56:52Z,2,2,2,49,"Fix broken links in docs.
",26,True,nl,0
1147,1,1,0,Externals,KasperDeng,2016-05-06T22:55:40Z,1,0,1,49,"I created a new adapter for hubot for the chinese popular IM app weixin (another name is wechat) which is created by Tencent.

The hubot-weixin-adapter is running very well, it serves us in lots of scenarios and makes lots of fun for us.
In order to get more idea/enhancement and being widely used in the world, we decided to contribute the source code.
The github repo is https://github.com/KasperDeng/Hubot-WeChat

Could you help update the [adapters.md](https://github.com/github/hubot/blob/master/docs/adapters.md) for the [page](https://hubot.github.com/docs/adapters/), to add this new hubot-weixin into the adapter list and link to our github repo? Thanks in advance.

The main contributors for this adapter are
- bumblebee team 
  - [Jeff Zhu](https://github.com/kfchu)
  - [Yinsong Ma](https://github.com/eyinsma)
  - [Kasper Deng](https://github.com/kasperdeng)
- [Shouxi Huang](https://github.com/hsx1612727380)
",923,True,en,0
1135,1,1,0,Externals,MonicaG,2016-02-25T22:59:30Z,1,1,1,2,"…Hubot Scripts' section
",26,True,cs,0
1133,1,1,0,Internals,technicalpickles,2016-02-25T23:00:29Z,10,10,1,8,"Awhile back in hubot's history, adapters were changed to take an
'envelope' instead of a user or room object. The adapter class was
updated but not the robot functions that delegate to the adapter.

I noticed this when someone was adding a script using it, and I was checking the usage.
",287,False,en,0
1130,1,2,0,Externals,pra85,2016-02-26T19:50:30Z,1,1,1,21,"Found a spelling mistake - 
`pronounciation` > `pronunciation`

Refer to http://english.stackexchange.com/questions/5732/why-is-the-spelling-of-pronounce-and-pronunciation-different
",182,False,en,0
1123,1,4,0,Externals,xt0rted,2016-02-26T00:08:12Z,2,2,1,32,"Fixed the quotes in the deploy script step, and the name of the azure blob storage brain as per [hubot-azure-scripts](https://github.com/bfcamara/hubot-azure-scripts/blob/2105b4cb3dc331157e19c90e6dabf2247e6553a6/brain/storage-blob-brain.coffee)
",245,True,en,0
1122,1,1,0,Externals,shaunkawano,2016-01-20T13:50:01Z,1,1,1,0,"Use `create` instead of deprecated `add` addons command
",56,True,en,0
1121,2,0,0,Internals,technicalpickles,2016-01-20T18:49:22Z,43,1,2,0," I wanted to do some smoke testing before a final release, but other ran out of time tonight.

[Full Changelog](https://github.com/github/hubot/compare/v2.17.0...v2.18.0)

**Implemented enhancements:**
- Only coerce ids that are all digits into integers [#1052](https://github.com/github/hubot/pull/1052) ([technicalpickles](https://github.com/technicalpickles))

**Closed issues:**
- Allow for non-integer user id in the shell adapter. [#1117](https://github.com/github/hubot/issues/1117)
- Markdown syntax in docs/adapters.md preventing update of hubot.github.com [#1100](https://github.com/github/hubot/issues/1100)
- Possible Error in Docs [#1096](https://github.com/github/hubot/issues/1096)
- Propose adding Hubot-Mattermost to list of Hubot adapters [#1089](https://github.com/github/hubot/issues/1089)
- bug(hubot@2.17.0): adapters don't run script [#1086](https://github.com/github/hubot/issues/1086)
- Depressing Pug Picture [#1084](https://github.com/github/hubot/issues/1084)
- Hubot - robot.http get method returns null body & res.  Suspecting hubot timing out [#1080](https://github.com/github/hubot/issues/1080)
- Steam + Hubot [#1076](https://github.com/github/hubot/issues/1076)
- Hubot won't start on Heroku because of node modules [#1071](https://github.com/github/hubot/issues/1071)
- Documentation 404 [#1064](https://github.com/github/hubot/issues/1064)
- Can't make HTTP requests [#1060](https://github.com/github/hubot/issues/1060)
- Define and document testing patterns for scripts [#985](https://github.com/github/hubot/issues/985)

**Merged pull requests:**
- Mattermost adapter [#1120](https://github.com/github/hubot/pull/1120) ([technicalpickles](https://github.com/technicalpickles))
- Upgrade express to v3.21.2 [#1119](https://github.com/github/hubot/pull/1119) ([sgerrand](https://github.com/sgerrand))
- Fixed link to getting started [#1116](https://github.com/github/hubot/pull/1116) ([jackmawer](https://github.com/jackmawer))
- Fix http and https documentation [#1114](https://github.com/github/hubot/pull/1114) ([technicalpickles](https://github.com/technicalpickles))
- [shell] don't color hubot responses green, to be more visible on light backgrounds [#1111](https://github.com/github/hubot/pull/1111) ([technicalpickles](https://g
  ithub.com/technicalpickles))
- Determine adapterPath in robot.coffee, rather than bin/hubot [#1109](https://github.com/github/hubot/pull/1109) ([technicalpickles](https://github.com/technicalpickl
  es))
- Updated copyright to 2016 [#1103](https://github.com/github/hubot/pull/1103) ([aqnouch](https://github.com/aqnouch))
- Update docs to reflect external scripts brain location [#1101](https://github.com/github/hubot/pull/1101) ([cycomachead](https://github.com/cycomachead))
- Added Twilio IP Messaging adapter to the list. [#1099](https://github.com/github/hubot/pull/1099) ([philnash](https://github.com/philnash))
- Add Skyweb to a list of adapters [#1097](https://github.com/github/hubot/pull/1097) ([EllisV](https://github.com/EllisV))
- Instructions for deploying hubot to IBM Bluemix [#1095](https://github.com/github/hubot/pull/1095) ([kauffecup](https://github.com/kauffecup))
- Adding documentation for testing Hubot scripts [#1094](https://github.com/github/hubot/pull/1094) ([mdelagrange](https://github.com/mdelagrange))
- Proxy instructions: typo + foolproof [#1092](https://github.com/github/hubot/pull/1092) ([jbick](https://github.com/jbick))
- Optionally use setImmediate instead of nextTick in middleware [#1081](https://github.com/github/hubot/pull/1081) ([bhuga](https://github.com/bhuga))
",3591,True,en,0
1120,2,0,0,Internals,technicalpickles,2016-01-20T03:47:10Z,2,1,1,0,"An alphabetized version of https://github.com/github/hubot/pull/1090 plus some cleanup.
",88,True,en,0
